,publisher,dagger,author,isbn,price,date,title,weeks_on_list,no_of_words_title
861,St. Martin's Griffin,0,Kylie Scott,1466854227,0,2015-04-19,DEEP,1,1
862,Avon,0,Eloisa James,None,0,2015-04-19,FOUR NIGHTS WITH THE DUKE,1,5
863,Del Rey,0,Peter V Brett,0804177473,0,2015-04-19,THE SKULL THRONE,1,3
864,Julia Kent,0,Julia Kent,None,0,2015-04-12,SHOPPING FOR A BILLIONAIRE,1,4
865,Kensington,0,Gregg Olsen,None,0,2015-04-12,A WICKED SNOW,1,3
866,Putnam,0,Randy Wayne White,None,0,2015-04-12,CUBA STRAITS,1,2
867,Simon & Schuster,0,Katy Evans,1501101560,0,2015-04-12,MANWHORE,1,1
868,Harper,0,Jacqueline Winspear,0062220578,0,2015-04-05,A DANGEROUS PLACE,1,3
869,Harper,0,Michael Crichton,0061750239,0,2015-04-05,PREY,1,1
870,Kristen Ashley,0,Kristen Ashley,None,0,2015-04-05,SOARING,1,1
871,Pepper Winters,0,Pepper Winters,None,0,2015-04-05,MONSTERS IN THE DARK,1,4
872,Atria,0,Colleen Hoover,1476791465,0,2015-03-29,CONFESS,1,1
873,Ace,0,Patricia Briggs,None,0,2015-03-22,DEAD HEAT,1,2
874,Berkley,0,Marie Force,None,0,2015-03-22,AND I LOVE HER,1,4
875,Knopf,0,Kazuo Ishiguro,030727103X,0,2015-03-22,THE BURIED GIANT,1,3
876,St. Martin's Press,0,Jeffrey Archer,1250034507,0,2015-03-15,MIGHTIER THAN THE SWORD,1,4
877,Avon/HarperCollins,0,Lynsay Sands,None,0,2015-03-15,THE IMMORTAL WHO LOVED ME,1,5
878,Holt,0,Richard Price writing as Harry Brandt,1429974125,0,2015-03-08,THE WHITES,1,2
879,Forever/Grand Central,0,Jodi Ellen Malpas,1455559385,0,2015-03-01,ONE NIGHT: UNVEILED,1,3
880,Putnam,0,Alex Berenson,None,0,2015-03-01,TWELVE DAYS,1,2
881,Pocket Star,0,Christina Lauren,None,0,2015-02-22,BEAUTIFUL BELOVED,1,2
882,Science Future Press,0,J A Huss,1936413787,0,2015-02-22,"THREE, TWO, ONE",1,3
883,Jove,0,Christine Feehan,0698180569,0,2015-02-15,VIPER GAME,1,2
884,Jamie McGuire,0,Jamie McGuire,None,0,2015-02-15,BEAUTIFUL REDEMPTION,1,2
885,Avon/HarperCollins,0,Julia Quinn,None,0,2015-02-15,THE SECRETS OF SIR RICHARD KENWORTHY,1,6
886,Avon/HarperCollins,0,Jeaniene Frost,0062075829,0,2015-02-15,BOUND BY FLAMES,1,3
887,Avon/HarperCollins,0,Maya Banks,None,0,2015-02-15,IN HIS KEEPING,1,3
888,Delacorte,0,Karen Marie Moning,0440339812,0,2015-02-08,BURNED,1,1
889,St. Martin's,0,Sarah Addison Allen,1250019842,0,2015-02-08,FIRST FROST,1,2
890,Vintage,0,Rob Thomas and Jennifer Graham,None,0,2015-02-08,VERONICA MARS: MR. KISS AND TELL,1,6
891,Dutton,0,Tami Hoag,0698157273,0,2015-02-01,COLD COLD HEART,1,3
892,Harlequin,0,Marie Force,1426898762,0,2015-02-01,FATAL SCANDAL,1,2
893,Harper Sloan,0,Harper Sloan,None,0,2015-02-01,CORPS SECURITY: THE SERIES,1,4
894,Putnam,0,Jayne Ann Krentz,1101621001,0,2015-01-25,TRUST NO ONE,1,3
895,Del Rey,0,Pierce Brown,0345539826,0,2015-01-25,GOLDEN SON,1,2
896,Zebra/Kensington,0,Fern Michaels,None,0,2015-01-18,EYES ONLY,1,2
897,Dutton,0,Brad Taylor,None,0,2015-01-18,NO FORTUNATE SON,1,3
898,Putnam,0,W E B Griffin and William E Butterworth IV,None,0,2015-01-18,THE ASSASSINATION OPTION,1,3
899,Mira,0,Sherryl Woods,1460345797,0,2015-01-18,DOGWOOD HILL,1,2
900,Penguin Press,0,Phil Klay,1594204993,0,2015-01-04,REDEPLOYMENT,1,1
901,Jove,0,Laurell K Hamilton,None,0,2014-12-21,JASON,1,1
902,Atria,0,Abbi Glines,1476776083,0,2014-12-21,YOU WERE MINE,1,3
903,Ampersand,0,Kristen Pro,None,0,2014-12-21,FOREVER WITH ME,1,3
904,Harlequin,0,Gena Showalter,None,0,2014-12-14,THE DARKEST TOUCH,1,3
905,St. Martin's,0,Lisa Scottoline,1250027683,0,2014-12-14,BETRAYED,1,1
906,Avon/HarperCollins,0,Sarah MacLean,0062065416,0,2014-12-14,NEVER JUDGE A LADY BY HER COVER,1,7
907,Bantam,0,Janet Evanovich and Lee Goldberg,None,0,2014-12-07,THE JOB,1,2
908,Simon & Schuster,0,Richard Paul Evans,1476728208,0,2014-12-07,THE MISTLETOE PROMISE,1,3
909,Helen Cooper,0,Helen Cooper,1940218365,0,2014-11-23,ALPHA BILLIONAIRE 3,1,3
910,Deborah Bladon,0,Deborah Bladon,None,0,2014-11-23,RUIN: PART 3,1,3
911,Berkley,0,Marie Force,None,0,2014-11-23,I SAW HER STANDING THERE,1,5
912,Deborah Bladon,0,Deborah Bladon,None,0,2014-11-23,RUIN: PART 1,1,3
913,Gallery Books,0,Christina Lauren,1476777977,0,2014-11-23,DIRTY ROWDY THING,1,3
914,DAW,0,Patrick Rothfuss,None,0,2014-11-16,THE SLOW REGARD OF SILENT THINGS,1,6
915,Delacorte,0,Danielle Steel,None,0,2014-11-16,PEGASUS,1,1
916,Harlequin,0,Susan Mallery,1459256476,0,2014-11-16,YOURS FOR CHRISTMAS,1,3
917,Pantheon,0,Alexander McCall Smith,None,0,2014-11-16,THE HANDSOME MAN'S DE LUXE CAFÌä,1,6
918,Signet,0,Mary Balogh,0698156080,0,2014-11-16,ONLY ENCHANTING,1,2
919,Morrow,0,Jay Crownover,None,0,2014-11-09,ROWDY,1,1
920,Dial,0,Sophie Kinsella,081299387X,0,2014-11-09,SHOPAHOLIC TO THE STARS,1,4
921,Bella Andre,0,Bella Andre,None,0,2014-11-02,I LOVE HOW YOU LOVE ME,1,6
922,Ballantine,0,Debbie Macomber,None,0,2014-10-26,MR. MIRACLE,1,2
923,Berkley,0,Joanna Wylde,None,0,2014-10-26,REAPER'S STAND,1,2
924,Simon & Schuster,0,Zane,0743446577,0,2014-10-26,ADDICTED,1,1
925,New American Library,0,J R Ward,None,0,2014-10-26,IMMORTAL,1,1
926,Putnam,0,Catherine Coulter and J T Ellison,1101618752,0,2014-10-19,THE LOST KEY,1,3
927,St. Martin's,0,Iris Johansen,None,0,2014-10-19,THE PERFECT WITNESS,1,3
928,Scribner,0,Stephen King,150110442X,0,2014-10-19,A GOOD MARRIAGE,1,3
929,Harlequin,0,Kristan Higgins,1460340248,0,2014-10-19,IN YOUR DREAMS,1,3
930,Harper Sloan,0,Harper Sloan,None,0,2014-10-19,LOCKE,1,1
931,Bantam,0,Kathy Reichs,None,0,2014-10-12,BONES NEVER LIE,1,3
932,Kristen Ashley,0,Kristen Ashley,None,0,2014-10-12,DEACON,1,1
933,Ellora's Cave,0,Laurann Dohner,1419993186,0,2014-10-12,DARKNESS,1,1
934,Zebra,0,Fern Michaels,None,0,2014-10-05,TAKE DOWN,1,2
935,Putnam,0,Jonathan Kellerman and Jesse Kellerman,None,0,2014-10-05,THE GOLEM OF HOLLYWOOD,1,4
936,Harper Voyager,0,Kim Harrison,None,0,2014-09-28,THE WITCH WITH NO NAME,1,5
937,Touchstone,0,Philippa Gregory,None,0,2014-09-28,THE KING'S CURSE,1,3
938,Nan A. Talese/Doubleday,0,Ian McEwan,None,0,2014-09-28,THE CHILDREN ACT,1,3
939,Putnam,0,Reed Farrel Coleman,0698155629,0,2014-09-28,ROBERT B. PARKER'S BLIND SPOT,1,5
940,Viking,0,Tana French,None,0,2014-09-21,THE SECRET PLACE,1,3
941,Berkley,0,Christine Feehan,None,0,2014-09-21,DARK BLOOD,1,2
942,Random House,0,David Mitchell,1400065674,0,2014-09-21,THE BONE CLOCKS,1,3
943,Atria,0,Abbi Glines,None,0,2014-09-21,ONE MORE CHANCE,1,3
944,St. Martin's,0,Sherrilyn Kenyon,None,0,2014-09-21,SON OF NO ONE,1,4
945,Kensington,0,Fern Michaels,1420134965,0,2014-09-21,COUNTDOWN,1,1
946,Minotaur,0,Louise Penny,None,0,2014-09-14,THE LONG WAY HOME,1,4
947,Harlequin Mira,0,Ron Carr,None,0,2014-09-14,THE HOMECOMING,1,2
948,Jove,0,Jayne Castle,0698140958,0,2014-09-14,THE HOT ZONE,1,3
949,Orbit,0,Brent Weeks,0316235555,0,2014-09-14,THE BROKEN EYE,1,3
950,Kensington,0,Lisa Jackson,1617735183,0,2014-09-14,CLOSE TO HOME,1,3
951,Harlequin,0,Lori Foster,None,0,2014-09-14,NO LIMITS,1,2
952,Zebra,0,Fern Michaels,1420134957,0,2014-09-07,UPSIDE DOWN,1,2
953,Simon & Schuster,0,Matthew Thomas,None,0,2014-09-07,WE ARE NOT OURSELVES,1,4
954,Berkley,0,Maya Banks,None,0,2014-08-24,TAKING IT ALL,1,3
955,Gallery,0,Kresley Cole,1451649967,0,2014-08-24,DARK SKYE,1,2
956,Grand Central,0,Douglas Preston and Lincoln Child,None,0,2014-08-24,THE LOST ISLAND,1,3
957,Viking,0,Lev Grossman,1101633530,0,2014-08-24,THE MAGICIAN'S LAND,1,3
958,Tor/Tom Doherty,0,Terry Goodkind,None,0,2014-08-24,SEVERED SOULS,1,2
959,Dutton,0,Julie Garwood,None,0,2014-08-17,FAST TRACK,1,2
960,St. Martin's Griffin,0,Kylie Scott,None,0,2014-08-17,LEAD,1,1
961,Ace,0,Ilona Andrews,0698146409,0,2014-08-17,MAGIC BREAKS,1,2
962,Zebra,0,Lisa Jackson,None,0,2014-08-17,DESERVES TO DIE,1,3
963,Morrow/HarperCollins,0,J A Jance,None,0,2014-08-10,REMAINS OF INNOCENCE,1,3
964,Putnam,0,Stuart Woods,0698154088,0,2014-08-03,CUT AND THRUST,1,3
965,St. Martin's,0,Iris Johansen and Roy Johansen,1250020530,0,2014-08-03,SIGHT UNSEEN,1,2
966,Loveswept/Random House,0,Tracy Wolff,055339438X,0,2014-08-03,ADDICTED,1,1
967,Simon & Schuster,0,James Lee Burke,1476710813,0,2014-08-03,WAYFARING STRANGER,1,2
968,Laurelin Paige,0,Laurelin Paige,None,0,2014-07-27,HUDSON,1,1
969,Grand Central,0,Anne Rivers Siddons,0446565849,0,2014-07-27,THE GIRLS OF AUGUST,1,4
970,J. Daniels,0,J Daniels,None,0,2014-07-27,WHERE I BELONG,1,3
971,Kristen Ashley,0,Kristen Ashley,None,0,2014-07-27,THE PROMISE,1,2
972,Atria,0,Jamie McGuire,1476759596,0,2014-07-20,BEAUTIFUL OBLIVION,1,2
973,Bantam,0,Dean Koontz,034554594X,0,2014-07-20,THE CITY,1,2
974,Bantam,0,Dean Koontz,None,0,2014-07-20,THE NEIGHBOR,1,2
975,Various publishers,0,"Raine Miller, Cathryn Fox and others",None,0,2014-07-20,SPICE BOX,1,2
976,Dell,0,Mary Balogh,None,0,2014-07-20,THE ESCAPE,1,2
977,Berkley,0,Maya Banks,None,0,2014-07-13,WHEN DAY BREAKS,1,3
978,Harlequin,0,Susan Mallery,1460334574,0,2014-07-13,UNTIL WE TOUCH,1,3
979,Delacorte,0,Karin Slaughter,None,0,2014-07-13,COP TOWN,1,2
980,Gallery Books,0,Alice Clayton,None,0,2014-07-13,RUSTY NAILED,1,2
981,Zebra/Kensington,0,Fern Michaels,None,0,2014-07-13,KISS AND TELL,1,3
982,Del Rey,0,Kevin Hearne,0345548493,0,2014-07-06,SHATTERED,1,1
983,Meredith Wild,0,Meredith Wild,None,0,2014-07-06,HARDLINE,1,1
984,H. M. Ward,0,H M Ward,1630350281,0,2014-07-06,THE ARRANGEMENT 15,1,3
985,"Little, Brown",0,Elin Hilderbrand,None,0,2014-06-29,THE MATCHMAKER,1,2
986,Berkley,0,Laurell K Hamilton,0698146638,0,2014-06-22,A SHIVER OF LIGHT,1,4
987,St. Martin's,0,Mary Kay Andrews,None,0,2014-06-22,SAVE THE DATE,1,3
988,Berkley,0,Joanna Wylde,None,0,2014-06-22,DEVIL'S GAME,1,2
989,Random House,0,Alan Furst,0679604235,0,2014-06-22,MIDNIGHT IN EUROPE,1,3
990,Random House,0,Lisa See,None,0,2014-06-22,CHINA DOLLS,1,2
991,Jove,0,Christine Feehan,None,0,2014-06-15,AIR BOUND,1,2
992,Harlequin,0,Susan Mallery,1460332954,0,2014-06-15,BEFORE WE KISS,1,3
993,Simon & Schuster,0,Stephen Hunter,1451640269,0,2014-06-08,SNIPER'S HONOR,1,2
994,Whitney Williams,0,Whitney G,0990317013,0,2014-06-08,REASONABLE DOUBT: BOOK 2,1,4
995,Viking,0,Craig Johnson,0698163532,0,2014-06-01,ANY OTHER NAME,1,3
996,Morrow/HarperCollins,0,James Rollins and Grant Blackwood,0062135287,0,2014-06-01,THE KILL SWITCH,1,3
997,Knopf,0,Jo Nesbo,None,0,2014-06-01,THE SON,1,2
998,Roc,0,Jim Butcher,None,0,2014-06-01,STORM FRONT,1,2
999,Simon & Schuster,0,Richard Paul Evans,1451628315,0,2014-05-25,WALKING ON WATER,1,3
1000,Berkley,0,Maya Banks,None,0,2014-05-25,GIVING IN,1,2
1001,Mia Sheridan,0,Mia Sheridan,0692214844,0,2014-05-25,ARCHER'S VOICE,1,2
1002,Atria,0,Abbi Glines,1476775958,0,2014-05-25,RUSH TOO FAR,1,3
1003,Golden Unicorn,0,"JS Scott, M Malone and others",1939962447,0,2014-05-25,BEYOND DESIRE COLLECTION,1,3
1004,Atria,0,John Lescroart,1476709203,0,2014-05-25,THE KEEPER,1,2
1005,Harlequin,0,Susan Mallery,1460331184,0,2014-05-18,WHEN WE MET,1,3
1006,Jasinda Wilder,0,Jasinda Wilder,None,0,2014-05-18,ALPHA,1,1
1007,St. Martin's,0,Iris Johansen,None,0,2014-05-18,LIVE TO SEE TOMORROW,1,4
1008,Morrow/HarperCollins,0,Jay Crownover,None,0,2014-05-18,NASH,1,1
1009,Harlequin,0,Gena Showalter,1460331222,0,2014-05-18,BURNING DAWN,1,2
1010,Smashwords,0,"Bella Andre, Barbara Freethy and others",None,0,2014-05-18,A SWEET LIFE,1,3
1011,Avon/HarperCollins,0,Stephanie Laurens,0062066293,0,2014-05-18,THE MASTERFUL MR. MONTAGUE,1,4
1012,Knopf,0,Maeve Binchy,None,0,2014-05-11,CHESTNUT STREET,1,2
1013,Putnam,0,Amanda Quick,None,0,2014-05-11,OTHERWISE ENGAGED,1,2
1014,SOS Ladies,0,"Delilah Devlin, Sharon Hamilton and others",None,0,2014-05-11,SEALS OF SUMMER,1,3
1015,Harper,0,Kimberly McCreight,None,0,2014-05-11,RECONSTRUCTING AMELIA,1,2
1016,Dell,0,Diana Gabaldon,None,0,2014-05-04,THE SPACE BETWEEN,1,3
1017,Kristen Ashley,0,Kristen Ashley,None,0,2014-04-27,THE WILL,1,2
1018,Morrow/HarperCollins,0,Wiley Cash,0062088246,0,2014-04-27,A LAND MORE KIND THAN HOME,1,6
1019,Berkley Sensation,0,Jennifer Ashley,None,0,2014-04-20,WILD WOLF,1,2
1020,Ballantine,0,Debbie Macomber,0345549864,0,2014-04-13,BLOSSOM STREET BRIDES,1,3
1021,Carina Press,0,Marie Force,142689807X,0,2014-04-13,FATAL JEOPARDY,1,2
1022,Vintage,0,Rob Thomas and Jennifer Graham,0804170711,0,2014-04-13,VERONICA MARS: THE THOUSAND-DOLLAR TAN LINE,1,6
1023,Harlequin Mira,0,Ron Carr,1460328612,0,2014-04-13,FOUR FRIENDS,1,2
1024,St. Martin's,0,Jane Green,1466842032,0,2014-04-13,TEMPTING FATE,1,2
1025,Atria,0,Colleen Hoover,None,0,2014-04-06,MAYBE SOMEDAY,1,2
1026,Harper Perennial,0,Jess Walter,006209808X,0,2014-04-06,BEAUTIFUL RUINS,1,2
1027,Doubleday,0,Terry Pratchett,038553826X,0,2014-04-06,RAISING STEAM,1,2
1028,Minotaur,0,Olen Steinhauer,None,0,2014-04-06,THE CAIRO AFFAIR,1,3
1029,Grand Central,0,Jean Hanff Korelitz,1455599506,0,2014-04-06,YOU SHOULD HAVE KNOWN,1,4
1030,Harlequin,0,Sylvia Day,1459245997,0,2014-03-30,AFTERSHOCK,1,1
1031,Putnam,0,C J Box,0698150171,0,2014-03-30,STONE COLD,1,2
1032,JKB,0,K Bromberg,0989450244,0,2014-03-23,CRASHED,1,1
1033,Oak Press,0,Bella Andre,None,0,2014-03-23,JUST TO BE WITH YOU,1,5
1034,Debbie Macomber Books,0,Debbie Macomber,None,0,2014-03-16,FRIENDS AND THEN SOME,1,4
1035,HarperVoyager,0,Kim Harrison,0062300156,0,2014-03-16,THE UNDEAD POOL,1,3
1036,Atria,0,Abbi Glines,1476756562,0,2014-03-16,TAKE A CHANCE,1,3
1037,H. M. Ward Press,0,H M Ward,None,0,2014-03-16,THE ARRANGEMENT 14,1,3
1038,Kensington,0,Joanne Fluke,0758280394,0,2014-03-16,BLACKBERRY PIE MURDER,1,3
1039,Avon/HarperCollins,0,Lynsay Sands,0062078097,0,2014-03-09,VAMPIRE MOST WANTED,1,3
1040,Grand Central,0,Jill Shalvis,1455521140,0,2014-03-09,ONCE IN A LIFETIME,1,4
1041,Tor/Tom Doherty,0,David Weber,None,0,2014-03-09,LIKE A MIGHTY ARMY,1,4
1042,Touchstone,0,J A Jance,None,0,2014-03-09,MOVING TARGET,1,2
1043,Vintage Crime/Black Lizard,0,Jo Nesbo,0345807162,0,2014-03-02,COCKROACHES,1,1
1044,Putnam,0,Alex Berenson,None,0,2014-03-02,THE COUNTERFEIT AGENT,1,3
1045,HarperCollins,0,Tara Conklin,0062207520,0,2014-03-02,THE HOUSE GIRL,1,3
1046,Copper Key Media,0,KM Scott,None,0,2014-03-02,GIVE IN TO ME,1,4
1047,Berkley,0,Maya Banks,None,0,2014-02-23,LETTING GO,1,2
1048,Morrow/HarperCollins,0,J Lynn,None,0,2014-02-23,BE WITH ME,1,3
1049,Laree Bailey,0,H M Ward,1630350141,0,2014-02-23,THE ARRANGEMENT 13,1,3
1050,Forever,0,Kristen Ashley,None,0,2014-02-23,KALEIDOSCOPE,1,1
1051,Berkley,0,Lora Leigh,None,0,2014-02-23,RULE BREAKER,1,2
1052,Berkley Sensation,0,Marie Force,None,0,2014-02-23,ALL YOU NEED IS LOVE,1,5
1053,Avon/HarperCollins,0,Jeaniene Frost,None,0,2014-02-16,UP FROM THE GRAVE,1,4
1054,St. Martin's,0,Jeffrey Archer,None,0,2014-02-16,ONLY TIME WILL TELL,1,4
1055,Berkley,0,Joanna Wylde,None,0,2014-02-16,REAPER'S LEGACY,1,2
1056,Harlequin Mira,0,Sherryl Woods,1460325273,0,2014-02-16,HOME TO SEAVIEW KEY,1,4
1057,St. Martin's,0,Jeffrey Archer,1429949031,0,2014-02-16,THE SINS OF THE FATHER,1,5
1058,Laurens Publishing,0,Kathleen Brooks,None,0,2014-02-09,FINAL VOW,1,2
1059,Pocket Star,0,Kresley Cole,None,0,2014-02-09,"THE PROFESSIONAL, PART 3",1,4
1060,Pocket Books,0,VC Andrews,1451636946,0,2014-02-09,FLOWERS IN THE ATTIC,1,4
1061,HarperCollins,0,Helene Wecker,0062110853,0,2014-02-09,THE GOLEM AND THE JINNI,1,5
1062,Sprigleaf,0,Annette Blair and others,None,0,2014-02-02,SCANDALOUS BRIDES,1,2
1063,Dutton,0,Brad Taylor,None,0,2014-02-02,THE POLARIS PROTOCOL,1,3
1064,Delacorte,0,Alan Bradley,None,0,2014-02-02,THE DEAD IN THEIR VAULTED ARCHES,1,6
1065,Berkley,0,Christine Feehan,None,0,2014-01-26,DARK WOLF,1,2
1066,Berkley,0,Maya Banks,None,0,2014-01-26,AFTER THE STORM,1,3
1067,Putnam,0,Jayne Ann Krentz,None,0,2014-01-26,RIVER ROAD,1,2
1068,Morrow/HarperCollins,0,Jay Crownover,0062302396,0,2014-01-26,ROME,1,1
1069,Bantam,0,J Kenner,None,0,2014-01-26,WANTED,1,1
1070,Harper,0,Bernard Cornwell,006219934X,0,2014-01-26,THE PAGAN LORD,1,3
1071,Harlequin,0,Linda Lael Miller,1460323769,0,2014-01-19,BIG SKY SECRETS,1,3
1072,Putnam,0,W E B Griffin and William E Butterworth IV,None,0,2014-01-19,HAZARDOUS DUTY,1,2
1073,Atria,0,Jamie McGuire,1476759553,0,2013-12-29,A BEAUTIFUL WEDDING,1,3
1074,Ellora's Cave,0,Laurann Dohner,None,0,2013-12-29,TRUE,1,1
1075,Berkley,0,Sylvain Reynard,None,0,2013-12-22,GABRIEL'S REDEMPTION,1,2
1076,Bantam,0,J Kenner,0804180423,0,2013-12-22,TAKE ME,1,2
1077,Forever,0,Jessica Sorensen,None,0,2013-12-22,THE EVER AFTER OF ELLA AND MICHA,1,7
1078,Gallery Books,0,Katy Evans,None,0,2013-12-15,REMY,1,1
1079,Sandi Lynn,0,Sandi Lynn,None,0,2013-12-15,FOREVER US,1,2
1080,Harper,0,Adriana Trigiani,None,0,2013-12-15,THE SUPREME MACARONI COMPANY,1,4
1081,Simon & Schuster,0,Christina Lauren,1476751749,0,2013-12-08,BEAUTIFUL BEGINNING,1,2
1082,Gossamer,0,Melody Anne,1938786947,0,2013-12-01,SCORCHED,1,1
1083,Grand Central,0,J A Redmerski,1455549010,0,2013-11-24,THE EDGE OF ALWAYS,1,4
1084,Simon & Schuster,0,Katy Evans,None,0,2013-11-24,MINE,1,1
1085,Pantheon,0,Alexander McCall Smith,None,0,2013-11-24,THE MINOR ADJUSTMENT BEAUTY SALON,1,5
1086,Bantam,0,Dean Koontz,0804178615,0,2013-11-24,WILDERNESS,1,1
1087,Ace,0,Charlaine Harris,None,0,2013-11-17,AFTER DEAD,1,2
1088,Simon & Schuster,0,Christina Lauren,1476751412,0,2013-11-17,BEAUTIFUL PLAYER,1,2
1089,HarperCollins,0,Julia Quinn,0062072935,0,2013-11-17,THE SUM OF ALL KISSES,1,5
1090,Harlequin,0,Diana Palmer,1460320891,0,2013-11-17,WYOMING BOLD,1,2
1091,Howard Books,0,Karen Kingsbury,None,0,2013-11-17,FIFTEEN MINUTES,1,2
1092,Grand Central,0,Jessica Sorensen,1455574902,0,2013-11-10,THE TEMPTATION OF LILA AND ETHAN,1,6
1093,Dutton,0,Elizabeth George,None,0,2013-11-03,JUST ONE EVIL ACT,1,4
1094,Ballantine,0,Kristin Hannah,0345464249,0,2013-11-03,BETWEEN SISTERS,1,2
1095,Knopf,0,Jo Nesbo,0307960501,0,2013-11-03,POLICE,1,1
1096,Knopf,0,Anne Rice,None,0,2013-11-03,THE WOLVES OF MIDWINTER,1,4
1097,Ballantine,0,Debbie Macomber,0345545524,0,2013-10-27,STARRY NIGHT,1,2
1098,Knopf/McSweeney's,0,Dave Eggers,0385351402,0,2013-10-27,THE CIRCLE,1,2
1099,Vi Keeland,0,Vi Keeland,None,0,2013-10-27,WORTH THE FIGHT,1,3
1100,Tijan,0,Tijan,None,0,2013-10-27,CARTER REED,1,2
1101,St. Martin's,0,Iris Johansen,None,0,2013-10-20,SILENCING EVE,1,2
1102,Grand Central,0,Jeffery Deaver,1455576662,0,2013-10-20,THE OCTOBER LIST,1,3
1103,New American Library,0,Tara Sue Me,None,0,2013-10-20,THE TRAINING,1,2
1104,New American Library,0,J R Ward,None,0,2013-10-20,POSSESSION,1,1
1105,Atria,0,Abbi Glines,1476756538,0,2013-10-13,SIMPLE PERFECTION,1,2
1106,Avon/HarperCollins,0,Lynsay Sands,None,0,2013-10-13,ONE LUCKY VAMPIRE,1,3
1107,Harlequin,0,Susan Mallery,None,0,2013-10-13,CHRISTMAS ON 4TH STREET,1,4
1108,Grand Central,0,Jill Shalvis,None,0,2013-10-13,ALWAYS ON MY MIND,1,4
1109,Hyperion,0,Richard Castle,140130592X,0,2013-10-06,DEADLY HEAT,1,2
1110,Jen McLaughlin,0,Jen McLaughlin,None,0,2013-10-06,OUT OF LINE,1,3
1111,Penguin Press,0,Thomas Pynchon,1594204233,0,2013-10-06,BLEEDING EDGE,1,2
1112,Putnam,0,Michael Brandman,None,0,2013-09-29,ROBERT B. PARKER'S DAMNED IF YOU DO,1,7
1113,Zebra/Kensington,0,Fern Michaels,1420127950,0,2013-09-29,THE SCOOP,1,2
1114,St. Martin's,0,Sherrilyn Kenyon,None,0,2013-09-22,STYXX,1,1
1115,Berkley,0,Christine Feehan,None,0,2013-09-22,DARK LYCAN,1,2
1116,Gossamer,0,Melody Anne,1938786858,0,2013-09-22,SEDUCED,1,1
1117,Laree Bailey,0,HM Ward,None,0,2013-09-22,STRIPPED,1,1
1118,Berkley,0,M Leighton,None,0,2013-09-22,EVERYTHING FOR US,1,3
1119,Minotaur,0,Louise Penny,1466834706,0,2013-09-15,HOW THE LIGHT GETS IN,1,5
1120,Scribner,0,Kathy Reichs,None,0,2013-09-15,BONES OF THE LOST,1,4
1121,Jove,0,Jayne Castle,None,0,2013-09-15,DECEPTION COVE,1,2
1122,Harlequin,0,Linda Lael Miller,1460318064,0,2013-09-15,BIG SKY WEDDING,1,3
1123,Grand Central Publishing,0,Sandra Brown,None,0,2013-09-15,EXCLUSIVE,1,1
1124,Random House,0,Marisha Pessl,0679643915,0,2013-09-08,NIGHT FILM,1,2
1125,Bloomsbury,0,Samantha Shannon,1620401401,0,2013-09-08,THE BONE SEASON,1,3
1126,Maya Cross,0,Maya Cross,None,0,2013-09-08,UNLOCKED,1,1
1127,Tor/Tom Doherty,0,Terry Goodkind,1466826274,0,2013-09-08,THE THIRD KINGDOM,1,3
1128,Random House,0,Debbie Macomber,None,0,2013-09-01,ROSE HARBOR IN BLOOM,1,4
1129,Harlequin,0,Sylvia Day,1459245954,0,2013-09-01,AFTERBURN,1,1
1130,Dutton,0,Julie Garwood,None,0,2013-08-25,HOTSHOT,1,1
1131,Putnam,0,WEB Griffin and William E Butterworth IV,None,0,2013-08-25,THE LAST WITNESS,1,3
1132,Bantam,0,J Kenner,0345545850,0,2013-08-18,COMPLETE ME,1,2
1133,Harlequin,0,Susan Mallery,1460316487,0,2013-08-18,THREE LITTLE WORDS,1,3
1134,Ace,0,Ilona Andrews,None,0,2013-08-18,MAGIC RISES,1,2
1135,Harlequin,0,Gena Showalter,1460316495,0,2013-08-18,THE DARKEST CRAVING,1,3
1136,Minotaur,0,C  J Box,None,0,2013-08-18,THE HIGHWAY,1,2
1137,Simon & Schuster,0,James Lee Burke,None,0,2013-08-11,LIGHT OF THE WORLD,1,4
1138,Touchstone,0,Philippa Gregory,1451626150,0,2013-08-11,THE WHITE PRINCESS,1,3
1139,HTJB,0,Marie Force,None,0,2013-08-11,TIME FOR LOVE,1,3
1140,St. Martin's,0,Iris Johansen,125002000X,0,2013-08-04,HUNTING EVE,1,2
1141,Ecila Media,0,Shayla Black and others,None,0,2013-08-04,ALPHA BAD BOYS,1,3
1142,Ballantine,0,Debbie Macomber,None,0,2013-08-04,LOST AND FOUND IN CEDAR COVE,1,6
1143,Holt,0,Sue Grafton,1429901349,0,2013-07-28,A IS FOR ALIBI,1,4
1144,Atria,0,Colleen Hoover,None,0,2013-07-28,LOSING HOPE,1,2
1145,Gallery Books,0,Christina Lauren,1476751722,0,2013-07-28,BEAUTIFUL BITCH,1,2
1146,Novelty Books,0,"Tanya Anne Cros, Danelle Harmon, Lauren Royal and Cynthia Wright",None,0,2013-07-28,FOUR IRRESISTIBLE ROGUES,1,3
1147,Grand Central,0,Jodi Ellen Malpas,1455578355,0,2013-07-21,THIS MAN CONFESSED,1,3
1148,Berkley,0,Laurell K Hamilton,None,0,2013-07-21,AFFLICTION,1,1
1149,Delacorte,0,Karin Slaughter,None,0,2013-07-21,UNSEEN,1,1
1150,Gallery Books,0,Kresley Cole,1476713359,0,2013-07-21,MACRIEVE,1,1
